Displacement_mm,BaseShear_kN
-7.500000000000000000e-01,-6.367465531526167410e+01
-1.000000000000000000e+00,-8.465262751898029592e+01
-1.250000000000000000e+00,-1.056435090851431653e+02
-1.500000000000000000e+00,-1.266533835484263761e+02
-1.750000000000000000e+00,-1.476782955131621407e+02
-2.000000000000000000e+00,-1.687162764864096403e+02
-2.250000000000000000e+00,-1.897572331380591777e+02
-2.500000000000000000e+00,-2.108068807300559513e+02
-2.750000000000000000e+00,-2.318695666494967611e+02
-3.000000000000000000e+00,-2.529313337969917086e+02
-3.250000000000000000e+00,-2.739967174605818059e+02
-3.500000000000000000e+00,-2.950625112405548975e+02
-3.750000000000000000e+00,-3.161357558158987331e+02
-4.000000000000000000e+00,-3.372020973384204581e+02
-4.250000000000000000e+00,-3.582656163474879918e+02
-4.500000000000000000e+00,-3.793294960227692059e+02
-4.750000000000000000e+00,-4.003869811570064599e+02
-5.000000000000000000e+00,-4.214453730043146038e+02
-5.250000000000000000e+00,-4.425045438829789077e+02
-5.500000000000000000e+00,-4.635648320741029806e+02
-5.750000000000000000e+00,-4.846286427905177447e+02
-6.000000000000000000e+00,-5.056945631555455520e+02
-6.250000000000000000e+00,-5.267591201684209636e+02
-6.500000000000000000e+00,-5.478252957718234484e+02
-6.750000000000000000e+00,-5.688781249051355644e+02
-7.000000000000000000e+00,-5.899423547123130902e+02
-7.250000000000000000e+00,-6.110069756850040221e+02
-7.500000000000000000e+00,-6.320607853931705904e+02
-7.750000000000000000e+00,-6.531202380543248864e+02
-8.000000000000000000e+00,-6.741861881249839143e+02
-7.750000000000000000e+00,-6.530601692447318101e+02
-7.500000000000000000e+00,-6.319348071437561885e+02
-7.250000000000000000e+00,-6.108101526751373740e+02
-7.000000000000000000e+00,-5.896860025302561326e+02
-6.750000000000000000e+00,-5.685624191057521557e+02
-6.500000000000000000e+00,-5.474396303622577307e+02
-6.250000000000000000e+00,-5.263173456649658419e+02
-6.000000000000000000e+00,-5.051956820872843537e+02
-5.750000000000000000e+00,-4.840748630218229209e+02
-5.500000000000000000e+00,-4.629548317406228080e+02
-5.250000000000000000e+00,-4.418356460046758230e+02
-5.000000000000000000e+00,-4.207174174964739564e+02
-4.750000000000000000e+00,-3.996000841148356244e+02
-4.500000000000000000e+00,-3.784836793804392414e+02
-4.250000000000000000e+00,-3.573685512846511187e+02
-4.000000000000000000e+00,-3.362543673900478325e+02
-3.750000000000000000e+00,-3.151411582180052164e+02
-3.500000000000000000e+00,-2.940302121894463880e+02
-3.250000000000000000e+00,-2.729218739877569533e+02
-3.000000000000000000e+00,-2.518168449049685762e+02
-2.750000000000000000e+00,-2.307149367967499529e+02
-2.500000000000000000e+00,-2.096195175349925535e+02
-2.250000000000000000e+00,-1.885321308195326537e+02
-2.000000000000000000e+00,-1.674501733657259308e+02
-1.750000000000000000e+00,-1.463848278864984422e+02
-1.500000000000000000e+00,-1.253274642162765105e+02
-1.250000000000000000e+00,-1.042924687048961943e+02
-1.000000000000000000e+00,-8.327375802220308287e+01
-7.500000000000000000e-01,-6.226432432297168162e+01
-5.000000000000000000e-01,-4.125484305280743769e+01
-2.500000000000000000e-01,-2.023406453265031502e+01
0.000000000000000000e+00,7.855528955059255525e-01
2.500000000000000000e-01,2.180119232926217876e+01
5.000000000000000000e-01,4.280535352846568031e+01
7.500000000000000000e-01,6.379027425235435800e+01
1.000000000000000000e+00,8.477419656039641893e+01
1.250000000000000000e+00,1.057671947329488376e+02
1.500000000000000000e+00,1.267653123064249456e+02
1.750000000000000000e+00,1.477807197207220895e+02
2.000000000000000000e+00,1.688089651244506513e+02
2.250000000000000000e+00,1.898368265916415965e+02
2.500000000000000000e+00,2.108803886280952327e+02
2.750000000000000000e+00,2.319367060399249283e+02
3.000000000000000000e+00,2.529924056123592209e+02
